Kelime ID,Almanca Kelime,Frekans,Türkçe Anlamý
2633,Finanzminister,6,
2634,Flugzeug,6,
2635,Flächen,6,
2636,Flüchtlinge,6,
2637,Formel,6,
2639,Forscher,6,
2640,Fortuna,6,
2641,Fraktion,6,
2642,Freitagabend,6,
2643,Freitagnachmittag,6,
2645,Freunde,6,
2646,Friedrich,6,
2647,Frühjahr,6,
2648,Fähigkeiten,6,
2649,Gebieten,6,
2650,Gegenteil,6,
2651,Generationen,6,
2652,Gewinner,6,
2654,Grundstück,6,
2655,Gründe,6,
2656,Gründung,6,
2658,Heimspiel,6,
2659,Helfer,6,
2660,Herausforderung,6,
2661,Hessen,6,
2662,Highlight,6,
2665,Hochzeit,6,
2666,Hotels,6,
2667,Hunde,6,
2669,Industrie,6,
2670,Initiativen,6,
2673,Jan,6,
2674,Jonas,6,
2675,Jubiläum,6,
2677,Kabinett,6,
2678,Kapitän,6,
2679,Katharina,6,
2680,Klaus,6,
2681,Klima,6,
2682,Klimaschutz,6,
2683,Kollegin,6,
2684,Kommentar,6,
2685,Konjunktur,6,
2686,Krebs,6,
2688,Künstler,6,
2690,Landeshauptstadt,6,
2691,Landrat,6,
2692,Lehre,6,
2693,Leitung,6,
2695,Libanon,6,
2696,Linien,6,
2697,Linzer,6,
2699,Ludwig,6,
2700,Macron,6,
2701,Madrid,6,
2702,Mallorca,6,
2703,Manuel,6,
2704,Mark,6,
2705,Medikamenten,6,
2706,Mike,6,
2707,Minister,6,
2708,Ministerpräsidenten,6,
2709,Mischung,6,
2710,Modelle,6,
2711,Monika,6,
2713,Moskau,6,
2714,Motorradfahrer,6,
2715,Musiker,6,
2716,Mut,6,
2717,Name,6,
2719,Nico,6,
2720,Niederlagen,6,
2721,Niederösterreich,6,
2722,Niveau,6,
2723,Nutzung,6,
2724,Open,6,
2725,Option,6,
2726,Pandemie,6,
2727,Party,6,
2728,Pass,6,
2729,Paul,6,
2730,Perspektiven,6,
2731,Podcast,6,
2732,Potsdam,6,
2733,Praxis,6,
2734,Pressemitteilung,6,
2735,Prinzessin,6,
2736,Protest,6,
2737,RTX,6,
2738,Rang,6,
2739,Rasen,6,
2740,Rat,6,
2741,Reaktionen,6,
2742,Realität,6,
2743,Rechnung,6,
2744,Rechtsextremismus,6,
2745,Reform,6,
2746,Republik,6,
2747,Republikaner,6,
2748,Respekt,6,
2750,Rudolf,6,
2751,Räume,6,
2752,Räumlichkeiten,6,
2753,SG,6,
2754,San,6,
2755,Satz,6,
2756,Schalke,6,
2757,Schauspielerin,6,
2758,Schiff,6,
2760,Schmerzen,6,
2761,Schäden,6,
2763,Sekunden,6,
2765,Senioren,6,
2766,Service,6,
2767,Siege,6,
2768,Signal,6,
2769,Sitz,6,
2770,Smartphones,6,
2771,Solingen,6,
2773,Spannungen,6,
2774,Spiegel,6,
2775,Staatsanwalt,6,
2776,Stadion,6,
2777,Startelf,6,
2778,Steffen,6,
2780,Studien,6,
2781,Sturm,6,
2782,Stuttgarter,6,
2783,Städten,6,
2784,Stärke,6,
2785,Susanne,6,
2786,Sängerin,6,
2787,Süden,6,
2788,Tasche,6,
2791,Tuchel,6,
2792,Ukraine-Krieg,6,
2793,Unglück,6,
2794,Universität,6,
2795,Unternehmer,6,
2796,Untersuchung,6,
2797,Untersuchungen,6,
2798,Verbindungen,6,
2799,Vermögen,6,
2800,Versammlung,6,
2801,Versorgung,6,
2802,Veränderung,6,
2803,Vorbereitung,6,
2804,Vorbild,6,
2805,Vorjahr,6,
2806,Wald,6,
2807,Washington,6,
2808,Windows,6,
2810,Wladimir,6,
2811,Zeitraum,6,
2812,Zone,6,
2815,antwortete,6,
2816,arbeitet,6,
2818,ausfallen,6,
2819,ausgefallen,6,
2820,ausgesetzt,6,
2822,ausreichend,6,
2824,behauptet,6,
2825,beitragen,6,
2826,bekam,6,
2827,beliebten,6,
2828,beliebtesten,6,
2829,beschrieb,6,
2830,besetzt,6,
2831,bewertet,6,
2832,bewältigen,6,
2834,bezeichnete,6,
2835,bisherigen,6,
2836,brachten,6,
2837,breite,6,
2841,demokratischen,6,
2842,deutlicher,6,
2843,digitalen,6,
2844,dunkle,6,
2845,durchgesetzt,6,
2846,eigener,6,
2847,eigenes,6,
2849,eingeführt,6,
2850,enge,6,
2851,enorme,6,
2852,enthalten,6,
2853,entlang,6,
2854,entscheidend,6,
2855,entscheidende,6,
2857,erfolgt,6,
2858,ergeben,6,
2859,erhöhte,6,
2860,erkennbar,6,
2861,erläutert,6,
2862,erneuert,6,
2864,erreichte,6,
2865,erstes,6,
2866,erzählen,6,
2869,fassen,6,
2870,fehlt,6,
2871,for,6,
2872,fort,6,
2873,frühe,6,
2874,frühzeitig,6,
2875,fördern,6,
2876,führenden,6,
2877,fürs,6,
2879,geflogen,6,
2880,geliefert,6,
2881,geprägt,6,
2882,geschlagen,6,
2883,gestiegen,6,
2886,greift,6,
2888,guter,6,
2890,heftigen,6,
2891,heimische,6,
2892,heiß,6,
2893,hinweg,6,
2895,häufiger,6,
2896,iPhone,6,
2898,indes,6,
2901,jeweiligen,6,
2902,kannst,6,
2905,kurze,6,
2906,langfristig,6,
2907,legen,6,
2908,leichte,6,
2909,liefern,6,
2910,mitgeteilt,6,
2911,modernen,6,
2914,mögliche,6,
2915,nah,6,
2916,nahmen,6,
2918,nannte,6,
2919,negativ,6,
2921,nochmals,6,
2923,palästinensische,6,
2924,passen,6,
2925,passieren,6,
2926,passt,6,
2929,profitieren,6,
2930,rasch,6,
2932,reichte,6,
2934,scharf,6,
2935,schildert,6,
2936,schlechte,6,
2938,sehe,6,
2939,seitens,6,
2940,selben,6,
2941,selbstverständlich,6,
2942,sichere,6,
2943,sichergestellt,6,
2947,spezielle,6,
2948,staatlichen,6,
2949,standen,6,
2950,stattfinden,6,
2951,stellten,6,
2952,stiegen,6,
2953,stieß,6,
2958,traditionellen,6,
2959,umgesetzt,6,
2961,unten,6,
2962,unterbrochen,6,
2963,unterschiedlichen,6,
2965,verantwortlich,6,
2966,verbessern,6,
2968,verkündet,6,
2969,verliert,6,
2970,verlängert,6,
2971,vermeiden,6,
2973,verschwunden,6,
2974,versteckt,6,
2975,vertreten,6,
2976,verwenden,6,
2977,verzichtet,6,
2978,verändern,6,
2979,veröffentlichten,6,
2980,vieler,6,
2981,volle,6,
2982,vollkommen,6,
2985,wartet,6,
2987,weitgehend,6,
2989,werfen,6,
2991,westlichen,6,
2994,wiederholt,6,
2996,worauf,6,
2997,wären,6,
2998,zeigten,6,
3001,Österreicher,6,
3002,äußern,6,
3290,schnitt,6,
3298,sinn,6,
3349,weiße,6,
3373,amerikanische,6,
3379,anhand,6,
3386,ausgeschlossen,6,
3387,aussehen,6,
3394,bekannte,6,
3405,bestimmt,6,
3407,bezeichnet,6,
3434,einzelnen,6,
3438,entgegen,6,
3445,erkennen,6,
3460,finanziert,6,
3461,fokussiert,6,
3494,gewinnt,6,
3501,halte,6,
3502,heimischen,6,
3507,hundert,6,
3508,hängen,6,
3513,keiner,6,
3516,klären,6,
3530,leiden,6,
3534,lustig,6,
3570,rechtliche,6,
3575,schaut,6,
3582,sparen,6,
3587,steigende,6,
3597,tolle,6,
3614,verstärkt,6,
3622,vorsichtig,6,
3627,wechseln,6,
3807,e,6,
3814,ehe,6,
3895,haut,6,
4114,security,6,
4186,vereinen,6,
4191,verschwinden,6,
4235,zuhause,6,
4241,abgesehen,6,
4279,begründet,6,
4297,blicken,6,
4301,buchen,6,
4314,digital,6,
4408,gestern,6,
4449,italienische,6,
4465,kurzfristig,6,
4511,oftmals,6,
4586,total,6,
4631,wem,6,
4642,zuerst,6,
4644,zumal,6,
5242,lokale,6,
5502,sprachen,6,
5606,unbekannten,6,
5687,wiesen,6,
3052,BILD,5,
3022,ARD,5,
3023,Abgeordneten,5,
3024,Abkommen,5,
3025,Ablehnung,5,
3026,Abstand,5,
3027,Abteilung,5,
3029,Afghanistan,5,
3030,Afrika,5,
3031,Aktien,5,
3032,Albert,5,
3034,Anforderungen,5,
3035,Angebote,5,
3036,Angreifer,5,
3037,Angriffs,5,
3038,Angriffskrieg,5,
3039,Anliegen,5,
3041,Anspruch,5,
3043,Anwendung,5,
3044,Arena,5,
3045,Auflage,5,
3046,Aufregung,5,
3047,Auftritte,5,
3048,Augsburg,5,
3049,Ausdruck,5,
3050,Award,5,
3053,BVB,5,
3054,Barbara,5,
3055,Bauer,5,
3056,Beamte,5,
3058,Ben,5,
3059,Bereiche,5,
3060,Berichterstattung,5,
3061,Berner,5,
3062,Beruf,5,
3063,Beschwerde,5,
3065,Bestätigung,5,
3066,Bewerber,5,
3067,Billionen,5,
3068,Bitcoin,5,
3069,Borussia,5,
3070,Botschaften,5,
3071,Branchen,5,
3072,Braunschweig,5,
3073,Bundesländer,5,
3074,Bundestagswahl,5,
3075,Bundeswehr,5,
3076,Busse,5,
3077,Bündnis,5,
3078,Bürgermeisterin,5,
3080,ChatGPT,5,
3082,Clip,5,
3083,DB,5,
3084,Darmstadt,5,
3085,Dialog,5,
3086,Dienst,5,
3087,Dienstagabend,5,
3088,Dienstagnachmittag,5,
3089,Duelle,5,
3090,Duo,5,
3091,Durchschnitt,5,
3093,Einstieg,5,
3094,Elemente,5,
3095,Englisch,5,
3097,Entstehung,5,
3098,Erde,5,
3099,Erfolge,5,
3100,Erhöhung,5,
3101,Erkenntnissen,5,
3102,Erklärung,5,
3103,Erlebnis,5,
3104,Ernährung,5,
3108,Event,5,
3109,Facebook,5,
3110,Fahrerlaubnis,5,
3111,Fahrgäste,5,
3112,Falle,5,
3113,Fassade,5,
3114,Felix,5,
3115,Filmen,5,
3116,Finanzen,5,
3117,Flagge,5,
3118,Fleisch,5,
3119,Flug,5,
3120,Flughafen,5,
3121,Fotograf,5,
3122,Franz,5,
3123,Franzosen,5,
3126,Funktion,5,
3128,Galaxy,5,
3129,Gang,5,
3131,Gebiete,5,
3132,Geburt,5,
3133,Gebäuden,5,
3134,Gefängnis,5,
3135,Geldstrafe,5,
3136,Gemüse,5,
3137,Georg,5,
3138,Gerüchte,5,
3139,Glas,5,
3140,Gott,5,
3141,Grazer,5,
3144,Grün,5,
3146,HSV,5,
3147,Haare,5,
3148,Halle,5,
3150,Hauptbahnhof,5,
3151,Heiligabend,5,
3152,Hektar,5,
3153,Helmut,5,
3154,Herz,5,
3155,Herzen,5,
3156,Hinweis,5,
3157,Hitze,5,
3158,Hunden,5,
3159,Hunger,5,
3160,Hut,5,
3161,Höhepunkt,5,
3163,Information,5,
3164,Infos,5,
3165,Inhalt,5,
3166,Insolvenz,5,
3168,Irland,5,
3169,Jahreszeit,5,
3170,Jahrhundert,5,
3172,Johannes,5,
3173,Jonathan,5,
3174,Journalist,5,
3175,Journalisten,5,
3176,Julia,5,
3177,Jungs,5,
3178,Jürgen,5,
3179,Kaffee,5,
3180,Kamera,5,
3182,Kapital,5,
3183,Karneval,5,
3184,Kategorie,5,
3185,Katzen,5,
3186,Klage,5,
3187,Klassenerhalt,5,
3188,Klinik,5,
3190,Kommentare,5,
3191,Kommunikation,5,
3192,Konsum,5,
3193,Krankenhäuser,5,
3194,Krankheit,5,
3195,Kroatien,5,
3196,Kräften,5,
3197,Kunst,5,
3198,Kursk,5,
3199,Käufer,5,
3202,Laura,5,
3203,Lebensstil,5,
3204,Lehrer,5,
3205,Li,5,
3206,Lidl,5,
3207,Liter,5,
3208,Liverpool,5,
3209,Logik,5,
3210,Lohn,5,
3211,Louis,5,
3212,Lufthansa,5,
3214,Mac,5,
3215,Maschinen,5,
3216,Maximilian,5,
3217,Maßnahme,5,
3218,Meer,5,
3219,Meister,5,
3220,Meloni,5,
3221,Messe,5,
3222,Meyer,5,
3223,Miami,5,
3224,Mitarbeitende,5,
3225,Mitarbeiterinnen,5,
3226,Mitgliedern,5,
3227,Mittelpunkt,5,
3228,Modell,5,
3229,Musk,5,
3230,Müll,5,
3231,NZZ,5,
3232,Nachbarn,5,
3233,Nachhaltigkeit,5,
3234,Nachspielzeit,5,
3235,Nachteil,5,
3236,Netanjahu,5,
3237,Netzwerken,5,
3238,Neubau,5,
3239,Neuerungen,5,
3241,Niederlage,5,
3242,Niederländer,5,
3243,Niedersachsen,5,
3244,Notwendigkeit,5,
3248,Oliver,5,
3249,Olympischen,5,
3250,Ordnung,5,
3251,Organisationen,5,
3252,Organisatoren,5,
3253,Ortszeit,5,
3254,Osnabrück,5,
3256,Paderborn,5,
3257,Paket,5,
3258,Papier,5,
3259,Parkplatz,5,
3260,Parkplätze,5,
3261,Partnerschaft,5,
3262,Pause,5,
3263,Pfarrer,5,
3264,Pflege,5,
3265,Pflicht,5,
3266,Phänomen,5,
3267,Polen,5,
3268,Post,5,
3269,Prinz,5,
3270,Problemen,5,
3271,Produkten,5,
3272,Qualität,5,
3273,RBC,5,
3274,Rainer,5,
3275,Raketen,5,
3276,Regelung,5,
3277,Regelungen,5,
3278,Regierungschef,5,
3279,Regionalliga,5,
3280,Regisseur,5,
3281,Rentner,5,
3282,Rest,5,
3283,Restaurant,5,
3284,Rhein,5,
3285,Roman,5,
3286,Roth,5,
3287,Sachschaden,5,
3288,Sammlung,5,
3289,Schnee,5,
3291,Schulden,5,
3292,Schulter,5,
3293,Schülerinnen,5,
3294,Sekunde,5,
3295,Sex,5,
3296,Simon,5,
3299,Sonntagabend,5,
3300,Sony,5,
3301,Spieltag,5,
3302,Sprache,5,
3303,Spuren,5,
3304,Staatschef,5,
3305,Standorte,5,
3306,Stars,5,
3307,Steam,5,
3308,Stellungen,5,
3309,Stellungnahme,5,
3310,Stiftung,5,
3311,Stufe,5,
3313,Supermarkt,5,
3314,TSV,5,
3315,Talent,5,
3316,Teilnahme,5,
3317,Telefon,5,
3318,Telefonnummer,5,
3319,Tempo,5,
3320,Theater,5,
3321,TikTok,5,
3322,Tisch,5,
3323,Toni,5,
3324,Tore,5,
3325,Touristen,5,
3326,Trend,5,
3327,Trio,5,
3328,Türen,5,
3329,Ufer,5,
3331,Unwetter,5,
3332,Verbraucher,5,
3333,Vereinigung,5,
3334,Verletzung,5,
3335,Verluste,5,
3336,Verteidigung,5,
3337,Verzicht,5,
3339,Volk,5,
3340,Volkswagen,5,
3341,Vorbereitungen,5,
3342,Vorlage,5,
3343,Vorschlag,5,
3344,Vorwurf,5,
3345,WAC,5,
3346,Wahlen,5,
3347,Walter,5,
3351,Werder,5,
3352,Werten,5,
3353,West,5,
3354,Wetterdienst,5,
3355,Wettkampf,5,
3356,Wiese,5,
3357,Wissenschaft,5,
3360,Worten,5,
3361,Wunder,5,
3362,Wüste,5,
3363,Zentimeter,5,
3365,Zürcher,5,
3366,abgebaut,5,
3367,abgefangen,5,
3368,abgesagt,5,
3369,abgeschlossen,5,
3370,absolut,5,
3372,allzu,5,
3375,analysiert,5,
3376,and,5,
3377,angegriffen,5,
3378,angesprochen,5,
3380,ankommt,5,
3381,antreten,5,
3383,ausgebildet,5,
3384,ausgegeben,5,
3385,ausgelöst,5,
3388,automatisch,5,
3389,außergewöhnlich,5,
3390,außerhalb,5,
3391,bedeuten,5,
3392,beeinflussen,5,
3393,beider,5,
3395,belassen,5,
3396,belohnt,5,
3397,benachbarten,5,
3398,beobachtet,5,
3399,beraten,5,
3400,beschädigt,5,
3401,beschädigte,5,
3402,besetzten,5,
3404,bestens,5,
3408,bezieht,5,
3409,bildet,5,
3410,bist,5,
3411,bitten,5,
3412,bundesweit,5,
3414,chinesischen,5,
3415,damalige,5,
3416,dauert,5,
3417,deine,5,
3418,denkt,5,
3419,diagnostiziert,5,
3420,dienen,5,
3421,dient,5,
3422,dokumentiert,5,
3423,dran,5,
3424,dunklen,5,
3425,durchgeführt,5,
3426,dürfe,5,
3428,ehrenamtliche,5,
3429,einfache,5,
3430,eingereicht,5,
3431,eingerichtet,5,
3432,einiger,5,
3435,empfehlen,5,
3436,engagieren,5,
3437,entdecken,5,
3439,erarbeitet,5,
3440,erfasst,5,
3441,erfolgreiche,5,
3442,erfuhr,5,
3443,ergreifen,5,
3444,erkannt,5,
3446,erkunden,5,
3447,erschwert,5,
3449,erzählte,5,
3451,eure,5,
3452,exklusiv,5,
3453,extra,5,
3455,falsch,5,
3456,fehlte,5,
3457,fehlten,5,
3458,fertig,5,
3459,finanziellen,5,
3463,französische,5,
3464,frischen,5,
3465,fuhren,5,
3466,funktioniert,5,
3467,fügte,5,
3468,fühlt,5,
3469,fünfte,5,
3471,garantiert,5,
3472,gedreht,5,
3473,gefolgt,5,
3474,gefährlichen,5,
3475,gefördert,5,
3476,gegenseitig,5,
3477,gegründet,5,
3478,gehörten,5,
3479,gekauft,5,
3480,geklärt,5,
3481,gelang,5,
3482,gelegt,5,
3483,gelesen,5,
3484,gelte,5,
3485,geriet,5,
3486,geringer,5,
3487,gerufen,5,
3488,geschafft,5,
3490,gesetzlichen,5,
3491,gesucht,5,
3492,gesundheitlichen,5,
3493,gewidmet,5,
3495,gewünscht,5,
3496,gezählt,5,
3497,globale,5,
3498,grossen,5,
3499,größer,5,
3500,günstiger,5,
3503,herausragende,5,
3504,herrschte,5,
3505,hilfreich,5,
3506,hoffe,5,
3509,irgendwie,5,
3510,jemals,5,
3511,jüngste,5,
3512,kassierte,5,
3514,klassischen,5,
3515,kleines,5,
3517,kommende,5,
3518,kontrollieren,5,
3519,kontrolliert,5,
3520,konzentriert,5,
3521,kostenlos,5,
3522,kritisieren,5,
3523,kräftig,5,
3524,kurzer,5,
3525,kündigt,5,
3526,landete,5,
3527,laufende,5,
3528,lautet,5,
3529,leer,5,
3533,lobt,5,
3535,lädt,5,
3536,löst,5,
3537,massiv,5,
3538,massiven,5,
3539,maximal,5,
3540,maximale,5,
3541,meldete,5,
3542,merkt,5,
3543,mitteilt,5,
3544,nachgewiesen,5,
3545,nachts,5,
3546,neuesten,5,
3548,nieder,5,
3549,nominiert,5,
3550,normale,5,
3551,notwendigen,5,
3552,offizielle,5,
3553,optimistisch,5,
3554,parallel,5,
3555,persönlich,5,
3556,persönlichen,5,
3558,politischer,5,
3559,positive,5,
3560,produziert,5,
3561,professionelle,5,
3562,profitiert,5,
3563,präsentierte,5,
3564,prüfen,5,
3565,quasi,5,
3566,quer,5,
3567,r,5,
3568,radikalen,5,
3569,reagierte,5,
3571,rechtzeitig,5,
3573,rät,5,
3574,saniert,5,
3576,schildern,5,
3577,schlechter,5,
3578,schlicht,5,
3579,schließt,5,
3583,spielten,5,
3584,sportlichen,5,
3586,stammen,5,
3588,stieg,5,
3589,stimmt,5,
3590,stoppen,5,
3591,stärkste,5,
3592,sämtliche,5,
3593,südlichen,5,
3594,taucht,5,
3596,teure,5,
3598,trug,5,
3599,trägt,5,
3600,tut,5,
3602,umfassende,5,
3603,umfasst,5,
3604,unbedingt,5,
3605,ungefähr,5,
3607,unterschiedlich,5,
3608,unwahrscheinlich,5,
3609,unweit,5,
3610,vereinbaren,5,
3611,verkaufte,5,
3612,verrät,5,
3613,verschieben,5,
3615,versuchte,5,
3616,verteilen,5,
3617,vertraut,5,
3619,voller,5,
3620,vorgelegt,5,
3621,vorhanden,5,
3623,vorwiegend,5,
3624,wahr,5,
3625,warm,5,
3626,warnen,5,
3628,wechselt,5,
3629,wehren,5,
3630,welcher,5,
3631,wies,5,
3632,wissenschaftlichen,5,
3633,wuchs,5,
3634,wusste,5,
3635,zueinander,5,
3636,zufällig,5,
3637,zugelassen,5,
3638,zugenommen,5,
3639,zugreifen,5,
3640,zurückhaltend,5,
3641,zurückkehren,5,
3642,zusammenarbeiten,5,
3643,Änderungen,5,
3644,Ärger,5,
3645,Äußerungen,5,
3784,danke,5,
3833,erwachsenen,5,
3985,leid,5,
4000,masse,5,
4023,nahen,5,
4029,next,5,
4096,schau,5,
4122,social,5,
4143,strich,5,
4152,taten,5,
4189,verletzten,5,
4223,wohin,5,
4250,anderthalb,5,
4254,angenommen,5,
4266,auftauchen,5,
4267,auftreten,5,
4274,backen,5,
4275,beantworten,5,
4276,bedienen,5,
4286,besitzt,5,
4287,bestand,5,
4307,demnächst,5,
4308,derweil,5,
4310,deutliche,5,
4311,dicke,5,
4319,dunkel,5,
4327,einsetzen,5,
4331,englischen,5,
4332,entfernen,5,
4357,feste,5,
4363,fliegen,5,
4373,frisch,5,
4390,geheimen,5,
4395,geprüft,5,
4396,geradezu,5,
4402,gesellschaftliche,5,
4413,getragen,5,
4426,großem,5,
4436,hinterher,5,
4437,historische,5,
4446,interessant,5,
4463,kostete,5,
4472,langsam,5,
4494,mehrmals,5,
4502,nachhaltige,5,
4505,nationalen,5,
4510,offene,5,
4545,schliesslich,5,
4553,schwere,5,
4556,sicherlich,5,
4562,soziales,5,
4567,sportlich,5,
4569,spüren,5,
4588,transparent,5,
4590,töten,5,
4612,verhindert,5,
4628,vorbereiten,5,
4635,womit,5,
4658,österreichische,5,
4659,üben,5,
4670,übrigen,5,
4752,alternativen,5,
4787,auffällig,5,
4843,beschäftigte,5,
4995,ferner,5,
5376,privat,5,
5453,schuld,5,
5549,tausend,5,
5607,unbekannter,5,
5620,van,5,
5637,versprechen,5,
5643,vielerorts,5,
5852,deutscher,5,
5932,erstellen,5,
5947,extreme,5,
5963,freiwillige,5,
5972,gefahren,5,
6017,glaubt,5,
6036,hierfür,5,
6062,innere,5,
6082,kehrt,5,
6168,op,5,
6184,praktisch,5,
6198,rechtsextremen,5,
6227,schwarze,5,
6243,sitze,5,
6244,sobald,5,
6246,solange,5,
4227,YORK,4,
3677,Abgeordnete,4,
3678,Abhängigkeit,4,
3679,Abschied,4,
3680,Absturz,4,
3681,Airlines,4,
3682,Akteure,4,
3683,Aktivitäten,4,
3684,Alexej,4,
3688,Alltag,4,
3689,Alonso,4,
3690,Amberg,4,
3691,Amtsgericht,4,
3692,Analyser,4,
3693,Anerkennung,4,
3694,Anführer,4,
3695,Anhänger,4,
3696,Anklage,4,
3697,Anordnung,4,
3699,Anwesen,4,
3700,Anwohnern,4,
3701,Applaus,4,
3702,Apps,4,
3703,Arbeiter,4,
3704,Arbeitsmarkt,4,
3705,Arbeitsplätze,4,
3706,Asien,4,
3707,Atmosphäre,4,
3708,Attentat,4,
3709,Attraktion,4,
3710,Aufforderung,4,
3711,Aufgebot,4,
3712,Auflagen,4,
3713,Aufsteiger,4,
3714,Aufwand,4,
3715,Ausfall,4,
3716,Ausgangspunkt,4,
3718,Ausnahmen,4,
3719,Autobahn,4,
3720,Autofahrern,4,
3721,Autoren,4,
3722,Außenminister,4,
3723,Bahnhof,4,
3724,Banken,4,
3725,Bankomaten,4,
3726,Bauarbeiten,4,
3727,Becker,4,
3728,Bedarf,4,
3729,Bedrohung,4,
3730,Bedürfnisse,4,
3731,Befürworter,4,
3732,Behörde,4,
3733,Beiträge,4,
3734,Belarus,4,
3735,Benko,4,
3736,Beratungen,4,
3737,Berger,4,
3738,Bernhard,4,
3739,Berufsfeuerwehr,4,
3740,Berührung,4,
3741,Beschwerden,4,
3742,Beschäftigten,4,
3743,Beschäftigung,4,
3744,Bestandteil,4,
3746,Besucherinnen,4,
3747,Besuchern,4,
3748,Beteiligung,4,
3749,Betreuung,4,
3751,Beweise,4,
3752,Bewertung,4,
3753,Bezeichnung,4,
3754,Bildern,4,
3756,Block,4,
3757,Bochum,4,
3759,Brasilien,4,
3760,Briten,4,
3761,Bronze,4,
3762,Brot,4,
3763,Buche,4,
3764,Bundespräsident,4,
3765,Burger,4,
3766,Bus,4,
3767,Bären,4,
3768,Bäumen,4,
3769,Bücher,4,
3770,Bürgerkrieg,4,
3771,Camp,4,
3772,Cannabis,4,
3773,Center,4,
3774,Chaos,4,
3775,Charkiw,4,
3776,Chinas,4,
3777,Chris,4,
3778,Christina,4,
3779,Clark,4,
3780,Comic,4,
3781,Corona-Pandemie,4,
3782,Cup,4,
3783,Daneben,4,
3791,Deal,4,
3792,Debatten,4,
3793,Defensive,4,
3794,Delegation,4,
3796,Diagnose,4,
3799,Dietmar,4,
3800,Direktor,4,
3801,Dokumentation,4,
3802,Dominik,4,
3803,Donnerstagnachmittag,4,
3804,Drohnen,4,
3805,Duisburger,4,
3806,Düsseldorfer,4,
3808,E-Mail,4,
3809,EU-Kommission,4,
3810,EU-Wahl,4,
3811,Ebene,4,
3812,Eberl,4,
3813,Eck,4,
3815,Einsatzes,4,
3816,Einstellung,4,
3817,Einsätze,4,
3819,Einwohner,4,
3820,Einzelfall,4,
3822,Eis,4,
3823,Elektroautos,4,
3824,Emily,4,
3825,Ensemble,4,
3826,Entlastung,4,
3827,Enttäuschung,4,
3828,Ereignisse,4,
3829,Erhalt,4,
3831,Ersatz,4,
3834,Eskalation,4,
3835,Eva,4,
3836,Expertise,4,
3837,Export,4,
3838,FSV,4,
3839,Fachhochschule,4,
3840,Faeser,4,
3841,Fahndung,4,
3842,Fahrzeugs,4,
3843,Faktoren,4,
3846,Ferien,4,
3847,Fernseher,4,
3848,Fertigstellung,4,
3849,Figur,4,
3850,Filme,4,
3851,Finanzierung,4,
3852,Flammen,4,
3853,Florida,4,
3854,Flucht,4,
3855,Ford,4,
3856,Forderung,4,
3857,Forum,4,
3858,Franziska,4,
3859,Franziskus,4,
3860,Freilassung,4,
3863,Fritz,4,
3865,Frühling,4,
3866,Gabriel,4,
3867,Gastronomie,4,
3868,Gebiet,4,
3869,Gefühle,4,
3870,Gegenzug,4,
3871,Gemini,4,
3872,Gemälde,4,
3875,Gerhard,4,
3876,Gerichtshof,4,
3878,Geschmack,4,
3879,Gesundheitszustand,4,
3880,Gewässer,4,
3882,Gipfel,4,
3883,Golf,4,
3884,Gramm,4,
3885,Gras,4,
3887,Grundlage,4,
3889,Göppingen,4,
3890,Günter,4,
3891,Hagen,4,
3892,Hahn,4,
3893,Hammer,4,
3894,Handlung,4,
3896,Heide,4,
3897,Heidenheim,4,
3898,Heimatland,4,
3899,Heimatstadt,4,
3900,Hendrik,4,
3901,Herkunft,4,
3902,Herren,4,
3903,Herrn,4,
3904,Hertha,4,
3905,Herzblut,4,
3907,Highlights,4,
3908,Hollywood,4,
3910,Höcke,4,
3911,Identität,4,
3913,Index,4,
3914,Insassen,4,
3915,Insekten,4,
3916,Instagram,4,
3917,Institutionen,4,
3918,Interviews,4,
3919,Investition,4,
3921,Island,4,
3922,Ivan,4,
3923,Jahresbeginn,4,
3924,Jahresende,4,
3925,James,4,
3926,Japan,4,
3927,Jena,4,
3928,Jobs,4,
3929,John,4,
3930,Johnson,4,
3931,Joker,4,
3932,Judith,4,
3934,Justiz,4,
3935,Kabel,4,
3936,Kai,4,
3937,Kalorien,4,
3938,Kamala,4,
3940,Kameraden,4,
3941,Kameras,4,
3942,Kampagne,4,
3943,Kanada,4,
3944,Kandidat,4,
3945,Kane,4,
3946,Kapitel,4,
3947,Karten,4,
3948,Kartoffeln,4,
3949,Katar,4,
3951,Kiel,4,
3952,Kindes,4,
3953,Kirchen,4,
3954,Kita,4,
3955,Klarheit,4,
3956,Klasse,4,
3957,Klimawandel,4,
3958,Klub,4,
3959,Kombination,4,
3960,Kommission,4,
3961,Kompromiss,4,
3962,Konkurrenten,4,
3963,Konto,4,
3964,Kontrollen,4,
3965,Konzerte,4,
3966,Kopfball,4,
3967,Kritiker,4,
3968,Kronen,4,
3969,Kulisse,4,
3971,Kurznachrichtendienst,4,
3972,Kölner,4,
3973,Königin,4,
3974,Kürze,4,
3975,Lady,4,
3976,Landesamt,4,
3977,Landgericht,4,
3978,Landschaft,4,
3979,Landsmann,4,
3980,Lauf,4,
3981,Lebensmittel,4,
3982,Lehrern,4,
3983,Leiche,4,
3984,Leichtathletik,4,
3986,Leinwand,4,
3987,Leser,4,
3988,Light,4,
3991,Lugner,4,
3992,Luxemburg,4,
3993,Lörrach,4,
3994,Malmö,4,
3995,Manfred,4,
3996,Mannes,4,
3997,Marc,4,
3998,Marken,4,
